refseq_name	AP_SK_MllAF9_BMTs_01_wtGMP_1	AP_SK_MllAF9_BMTs_02_wtGMP_2	AP_SK_MllAF9_BMTs_03_wtGMP_3	AP_SK_MllAF9_BMTs_04_wtGMP_4	AP_SK_MllAF9_BMTs_05_LTearly_1_M2grD2	AP_SK_MllAF9_BMTs_06_LTearly_2_M3grE2	AP_SK_MllAF9_BMTs_07_LTearly_3_M4grLT3	AP_SK_MllAF9_BMTs_08_LTearly_4_M2grLT5	AP_SK_MllAF9_BMTs_09_LTlate_1_M2grLT3	AP_SK_MllAF9_BMTs_10_LTlate_2_M6grLT3	AP_SK_MllAF9_BMTs_11_LTlate_3_M3grD2	AP_SK_MllAF9_BMTs_12_LTlate_4_M3grG2	AP_SK_MllAF9_BMTs_13_BMTGMP_1_M1grV	AP_SK_MllAF9_BMTs_14_BMTGMP_2_M2grV	AP_SK_MllAF9_BMTs_15_BMTGMP_3_M1grW	AP_SK_MllAF9_BMTs_16_BMTGMP_4_M1grX
NM_001001130	62.16667	12	3.33333	10	20	0	20.66667	10.5	67.33333	67	44	83	64.83333	80	78	24
NM_001001144	259	67	198	127	59	78	47	204	202	499	386	402	325	300	351	216
NM_001001152	31.5	33	12	43	34	64	25	0	85.5	67	51.5	24	20.33333	66	33	37.5
NM_001001160	31	10	0	0	32	4	0	0	46	10	0	5	12	0	0	13
NM_001001176	58	10	27	12	6	0	1	7	71	75	6	55	61	0	84	59
NM_001001177	19	30	20	1	41	23	0	13	60	19	33	0	13	19	0	23
NM_001001178	0	0	0	18	4.1	0	0	0	0	11	0	3	51	0	1.125	0.04348
NM_001001179	0	0	0	0	11	10	0.04167	0	0	0	0	15	6	0.02564	0	22.32186
NM_001001180	14	5	6	0.1746	45	0	0.10823	0.7625	20.01389	0.11655	0.13043	0	19	13	0.46414	26
NM_001001181	110	30	66	72	102	62.5	66	92	191.5	265.5	172.5	322	249.5	65.5	85	96.5
NM_001001182	3610	1370	2248	1523	15836	10050	5293	23237	29353	41876	36390	62425	29129	25048	18054	19977
NM_001001183	0	0	26	0	3	1	0	0	0	0	0	0	17	0	0	0
NM_001001184	72	0	55	7	13	58	96	78	9	164	96	277.5	189.5	128	98	89
NM_001001185	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0
NM_001001186	28	22	40.33333	24.33333	62.83333	61.75	77	37.25	135.33333	63.33333	44	155	98.66667	86	54.83333	26.25
NM_001001187	150.4	31.83333	111.33333	43.2	105.18333	40.21667	133	304.5	366.36667	272.03333	448.16667	514	369.3	200.5	256.25	169.65
NM_001001295	291	57	249	151	189	130	51	200	434	305	801.5	773	711	195	345	311
NM_001001297	11	0	13	0	1	0	14	48	23	27	0	0	0	12	43	0
NM_001001309	0	36	0	24	15	33	0	0	26	23	2	12	11	0	22	15
NM_001001319	0	0.09259	19.76786	3.5	10.03704	7.04946	22.43834	0	2.83147	2	9.5	8.33333	11.33333	2.5	0.77791	8.82066
NM_001001320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001321	0	4	7	1	14.2	30	5	40	20	114	70	103	0	28.61905	102	5
NM_001001322	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001326	54	33	10	1	7	25	7	48	32	10	57	157	90	41	32	32
NM_001001327	19.5	2	4	13	0	6.5	0	5.5	33	28.25	19.5	25	34	14	3.5	9.5
NM_001001332	0	0	0	0.66667	120	42.83333	76.16667	394.16667	16.33333	566	752.83333	936.83333	90.33333	511.5	626.33333	142.83333
NM_001001333	48	3	65	29	2.5	25	11	26	67	1	82	86	56	38.5	75	20
NM_001001334	0	0	0	0	0	0	0	0	10	0	16	0	0	0	18	0
NM_001001335	14	24.33333	25.5	12	1	20	9	15	18	74	82	140	200	166.5	23.25	66.77778
NM_001001444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001445	0	0	0	6	0	33	0	0	0	0	0	23	0	0	0	0
NM_001001446	0	16	0	0	30	0	14	0	0	0	0	0	0	1	0	10
NM_001001447	27	15	17	25	41	35	23	95	50	98.5	103.5	81	107	65	67	60.5
NM_001001449	0	0	0	0	29	0	0	5	0	0	0	0	0	20	0	0
NM_001001450	0	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	2
NM_001001451	0	0	0	0	0	0	0	25	0	9	0	0	0	0	0	0
NM_001001452	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NM_001001453	0	0	0	0	5	5	0	25	0	0	0	0	0	0	0	0
NM_001001454	7.04651	11.04	0.07644	0.13846	7.05775	0.5127	55.13	14.0379	35.0575	26.3289	12.06527	30.03775	21.24042	36.02439	15.04709	14.1188
NM_001001488	6	0	0	10	22	31	26	0	0	23	5	0	15	0	0	0
NM_001001489	0	4	0	0	31.4	14	8	0	23	0.375	0	0	0	15	0	0
NM_001001490	0	0	0	8	21	6	45	16	19	2	0	0	0	24	0	23
NM_001001491	1085	501	1491	669.5	1768	1637	1744.5	2678	2799	5867	6764.5	7109.5	2467	577	3211	569
NM_001001492	0	0	0	0	25	0	3	10	6	31	2	0	1	21	0	0
NM_001001493	115.5	19	22	16.5	23.5	1	26	63	51.5	65	164.5	256.33333	139.5	106	75.5	87.5
NM_001001495	0	18	17	4	271	14	14	60	14	19	25	56	8	4	1	0
NM_001001496	0	0	0	0	15	7	0	0	0	2	0	7	0	0	0	26
NM_001001559	0	0	0	0	31	0	12.25	0	0	1	4.7619	26.5	2.8	5	0	6
NM_001001565	0	0	0	6	0	0	0	19	14	0	0	1	6	32	0	6
NM_001001566	0	0	0	6	0	1	0	19	14	0	0	1	6	32	0	6
NM_001001602	72	10	47	67	48	102.5	32	51	43	71	155	90	93	52	45	0
NM_001001650	0	0	0	0	0	0	0	0	0	0	0	0	21	0	8	0
NM_001001714	0	0	0	0	3	0	0	0	0	0	26	0	17	0	0	0
NM_001001735	755.33333	280	395	241	731	588	534	1348	1344	3130	1767	2935	1945	812	1102	1088
NM_001001738	287	34	187	146	425	302	196	433	614	417	380	772	393	426	551	223
NM_001001792	25	4	2	0	0	0	0	33	0	17	0	2	94	23	25	31
NM_001001796	0	0	0	14	0	0	8	14	20	0	0	0	0	0	0	0
NM_001001798	481	132	246	243	584	321	220	742	878	883	1120	1384	923	554	770	425
NM_001001803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001805	0	0	0	0	0	0	16	0	5	0	0	28	0	0	0	0
NM_001001806	1216.16667	440.5	545.5	283	372.16667	553	366.5	1404	1042	2477	1863.5	2246	925.83333	626	854	597.5
NM_001001807	0	9	0	0	0	0	0	0	11	0	0	0	0	3	0	0
NM_001001808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2
NM_001001809	0	0	0	0	19	0	0	0	0	16	0	0	10	0	0	0
NM_001001810	0	0	0	0	0	0	18	0	6	0	0	0	0	0	0	0
NM_001001880	0	0	9	7	25	21	1	0	0	12	24	19	2	90	0	35
NM_001001881	5	1	0	0	51	31	4	33	4	104	25	94	237	142	33	138
NM_001001882	300	85	200	133	102	135	163	373	224	469	484	583	518	314	355	250
NM_001001883	0	51	17	46	14	28	13	0	61	74	36	0	61	14	20	28
NM_001001884	24	2	28	27	26	10	0	27	22	95	63	28	31	46	59	51
NM_001001885	0	0	0	0	19	6	0	0	3	0	0	0	11	29	7	0
NM_001001892	1965.48214	670.83631	1095.47024	715.61039	604.51261	339.99476	436.96429	916.82224	2032.22542	1839.74315	1829.14864	1920.57355	1827.81593	794.875	1024.84316	350.84737
NM_001001932	1988	807	1631	1058	2323	1753	740	4238	2694	5121	5173	6546	3761	1959	3214	1355
NM_001001979	1	7	49	0	62	63	0	0	13	128	0	0	25	25	0	26
NM_001001980	0	0	0	0	39	15	10	12	16	23	3	28	117	233	11	240
NM_001001981	415	165	177	131	145	230	54	304	316	489	541	1496	407	334	470	141
NM_001001982	27	0	38	3	0	24	1	8	0	87	0	9	8	16	0	0
NM_001001983	523	209	437	183	301	244	222	555	687	888	1052	1599	1173	503	685	458
NM_001001984	1108	418	515	454	872	743	439	1811	1462	2041	1871	2509	2132	1241	1381	852
NM_001001985	76	7	49	24	30	41	16	205	51	142	129	71	60	36	83	49
NM_001001986	31	40	7	27	65	31	29	124	92	165	44	94	91	94	31	70
NM_001001999	0	1	0	5	52	74	7	131	40	92	150	27	0	10	10	26
NM_001002004	2325.5	794.5	1582	864.5	651	899	827.5	2571	2046.5	3645	3421.5	4287.5	3476	2336.5	2245.5	1439.5
NM_001002005	0	0	0	0	0	12	0	0	2	0	0	0	9	0	0	0
NM_001002008	39	18	1	2	56	10	3	17	14	14	40	33	112	161	99	16
NM_001002011	14	11	28	0	628	79	4	75	39	536	348	355	75	148	161	9
NM_001002012	299	106	161	151	749	436	143	702.33333	3023	291	1018	1059	344	2771	263	200
NM_001002238	0	0	0	16	1	22	6	3	0	0	0	0	28	0	0	11
NM_001002239	2192.91011	818.23038	1202.43088	940.34772	845.47702	764.52891	648.9413	2513.77618	1923.41374	3188.78537	3737.38546	4440.92378	2921.52353	2859.25172	2175.21855	884.7823
NM_001002240	0	0	0	16	1	22	6	3	0	0	0	0	28	0	0	11
NM_001002241	0	0	0	16	1	22	6	3	0	0	0	0	28	0	0	11
NM_001002267	1	6	0	0	3	0	0	0	0	6	0	0	0	0	0	10
NM_001002268	2	6	29	0	50	16	0	40	18	5	45	10	46	17	0	19
NM_001002272	0	0	0	6	40	31	24	0	5	0	45	48	35	6	45	37
NM_001002764	1485	642	938	620	590	802	338	1986	1746	2219	1940	3315	1605	1132	1679	960
NM_001002775	8	0	0	3	0	10	23	0	7.5	1	0	13	4	0	8	18
NM_001002786	4462	1572	1896	1539	2247	2390	698	7762	3923	5892	6452	10297	6535	6704	4691	5094
NM_001002787	0	0	0	0	10	0	0	3	0	16	0	0	0	0	0	0
NM_001002791	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NM_001002842	184	79	59	97	543	512	502	1132	1647	2678	1253	1251	633	518	941	297
NM_001002846	7	10	4	2	13	53	26	14	23	55	11	53	34	15	0	11
NM_001002894	0	0	0	0	16	11	0	0	4	16	0	23	0	0	25	40
NM_001002895	31	15	20	49	41	33.5	18	59	7	114	30	93	76	65	138	13
NM_001002896	0	0	0	0	0	0	0	0	0	0	19	0	4	1	0	0
NM_001002897	20	5	12	61	6	4	25	5	16	2	13	34	35	13	26	4
NM_001002898	0.33333	0	0	0.33333	11.66667	1.33333	17.5	50.33333	112.33333	94.33333	45.5	0	8.66667	10.33333	24	13.66667
NM_001002900	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
NM_001002927	5	10	19	11	604	663	336	1553	1195	6607	5408	11272	5273	11619	2435	2271
NM_001002929	372	149	336	265	149	100	108	241	242	565	414	619	780	649	315	320
NM_001003393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001003405	0	0	0	0	0	0	3.16667	0	0	11.5	0	0	0	0	0	8
NM_001003664	0	0	0	0	0	19	5	0	0	1	0	0	0	0	0	0
NM_001003666	13	12.06154	12	0	5	8	11	0	0	5	18	0	0	0	0	20.5
NM_001003667	0	7	0	0	0	0	2	0	0	0	0	0	0	9	0	0
NM_001003668	0	0	0	0	4.25	15.75	9.25	17	0	4.75	0	5	4	3.25	0	4.5
NM_001003670	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	3
NM_001003671	5	5	5	0	24	0	24	7	12	34	0	0	1	0	0	48
NM_001003672	5	5	5	0	24	0	24	24	12	34	0	0	0	0	9	35
NM_001003685	4	0	0	0	0	6	0	0	15	0	0	0	0	0	0	8
NM_001003717	2246.82399	479.89289	953.44665	825.75619	1964.00321	1076.95636	417.03492	2701.23851	2761.90796	4099.54569	3869.07756	5880.75643	2052.6958	1157.84079	2114.02174	838.9386
NM_001003719	1193	364	712	340	930	865	611	2200	2023	2995	2309	2880	3243	2095	1487	1757
NM_001003815	2	8	0	0	32	10	33	22	34	19	134	81	14	18	51	22
NM_001003817	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	10
NM_001003824	0	0	0	0	0	0	20	27	0	2	0	13	0	3	0	0
NM_001003825	0	0	0	0	0	0	20	27	0	2	0	13	0	3	0	0
NM_001003893	104	32	3	13	15	31	76	174	106	335	266	247	60	128	77	37
NM_001003898	1891.5	597.5	1338	980	779	818.5	544.5	1907	1168.5	2848	3081	3260.5	3295.5	1897.5	1716	1238
NM_001003899	1891.5	592.5	1338	980	779	818.5	544.5	1904	1168.5	2839	3081	3257.5	3295.5	1897.5	1716	1238
NM_001003908	2288	926	1612	1031	2239	1397	1155	3498	3196	5640	5439	7040	3853	2323	2835	1704
NM_001003909	441	160	394	186	254	308	120	507	493	740	840	1232	839	500	673	358
NM_001003910	15	9	32	13	11	0	11	48	0	53	2	55	37	25	0	44
NM_001003911	0	11	33	7	14	13	0	0	0	38	40	5	0	0	12	0
NM_001003912	143	48	107	43	212	200	217	519	476	700	878	1070	369	378	465	255
NM_001003913	781	209	476	298	418	158	191	541	404	943	823	970	758	740	619	409
NM_001003915	0	0	19	0	21	33	2	42	0	39	0	1	15	0	0	10
NM_001003916	31	38	74	19	27	11	11	28	16	36	64	4	82	35	6	54
NM_001003917	108	26	16	21	105	76	76	240	189	369	315	464	217	191	264	83
NM_001003918	3002	1008	2061	1506	1564.5	1466	1134.5	3924	3199.5	5104	4200	5695.5	4014	3280	3456	2033
NM_001003919	439	187.125	346	230.73774	111.1	213	109	574.04848	451	742.39469	899.66667	1241	752.93016	668	621	543
NM_001003920	11	17	13	10	3	13	6	154	25	57	48	86	61	53	29	28
NM_001003933	919	200	554	272	533	497	250	1397	1107	2062	1601	1999	1428	1110	1237	786
NM_001003934	919	200	554	272	533	497	250	1397	1107	2062	1601	1999	1428	1110	1237	786
NM_001003939	4	9	3	13	0	0	11	27	0	35	2	28	42	19	0	42
NM_001003947	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
NM_001003948	1	28	0	1	245	171	43	178	124	699	490	413	105	99	229	0
NM_001003949	128	33	159	54	65	19	36	233	114	382	281	289	134	54	106	72
NM_001003950	174	79	86	79	82	81	42	155	104	122	100	178	137	9	133	56
NM_001003951	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NM_001003952	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001003953	946	263	554	329.5	239.83333	224.5	58	751	474	906.66667	1023.5	1439	977	543.33333	666	514.5
NM_001003955	66	19	70	26	38	27	39	68	108	251	111	101	32	18	54	24
NM_001003960	302	115	376.5	244	39.5	46	56.5	117	50.5	247.5	190.5	202.5	216.5	146.5	154	62.5
NM_001003961	277	115	376.5	237	39.5	46	56.5	117	50.5	247.5	190.5	202.5	216.5	146.5	154	62.5
NM_001003963	277	115	376.5	237	39.5	46	56.5	117	38.5	247.5	190.5	202.5	216.5	146.5	154	62.5
NM_001003971	212	47	195	107	187	166	122	526	404	380	411	367	527	188	176	193
NM_001003972	65	18	139	60	68	46	55	229	93	223	134	106	108	112	58	72
NM_001003973	69	18	130	60	68	46	55	221	93	223	134	106	108	112	66	72
NM_001004025	0	0	0	7	44	0	0	0	0	32	0	0	0	0	0	14
NM_001004061	19	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004062	31	35	45	43	38	19	11	118	56	80	114	134	86	88	20	72
NM_001004066	402	158	162	142	158	86	58	291	291	640	621	778	415	251	378	193
NM_001004139	68	29	15	5	34	104	31	78	103	146	154	163.77564	73	29	96	73.41667
NM_001004140	361	110.5	209	154	154	221	44	369	228	487	631	789	472	271.5	530	206.5
NM_001004141	0	0	0	0	16	0	0	8	0	18	0	0	0	0	0	0
NM_001004142	188	153	188.27586	95	26	113	65.5	240.67361	124	244	364	291.5	382.39795	104	265.875	84
NM_001004143	738	224	349	318	768	235	310	645	874	1286	1050	1214	759	778	1090	330
NM_001004144	287	101	166	81	251	126	90	130	117	484	253	505	370	247	333	131
NM_001004145	0	0	3	0	9	13	10	0	0	0	0	0	18	0	0	0
NM_001004147	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NM_001004148	0	0	0	0	9	0	24	151	0	25	43	77	113	165	112	122
NM_001004149	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0
NM_001004150	0	0	1.16327	4	0	0	7	13	0.01176	0	13.6	0	0	0	2.52273	39
NM_001004151	0	0	0	19	9	9	14	0	6	12	0	29	5	0	26	0
NM_001004152	0	5	0	0	0	13.5	0	14	24	0	9	0	0	0	0	1
NM_001004153	12.04	0.09887	0.49434	0.31448	8.76321	15.70893	23.12995	21.33226	24.84821	5.55211	2.05426	3.1319	1.12	2.38173	10.0867	48.62953
NM_001004154	70	1	61	2	6	5	0	36	20	25	45	11	60	0	11	5
NM_001004155	4	0	0	0	0	28	6	10	0	5	28	5	10	28	6	24
NM_001004156	61	12	16	31	58	56	11	290	56	293	218	483	130	25	274	60
NM_001004157	53	10	33	10	3	18	4	6	19	1	0	0	4	1	6	0
NM_001004158	0	0	0	0	22	6	0	0	0	32	0	0	0	0	0	12
NM_001004159	38	0	0	4	183	224	37	1474	650	275	317	260	52	110	62	16
NM_001004164	1667	546	661	551	864	483	354	1250	814	2169	2118	3255	1730	1687	1294	1099
NM_001004173	13.18033	0	14	0	9.04918	5	0.03279	80.06029	18.25942	85.06416	22.81387	34.16636	11.16507	38.01639	3.57895	0.19223
NM_001004174	0	0	0	0	139	16	62	6	135	119	60	44	0	0	31	0
NM_001004176	483	121	261	153	33	61.5	85	227.18182	89	514	241	558	33	111	199	15
NM_001004177	14	0	33	0	12	16	0	0	24	0	5	24	0	23	21	13
NM_001004178	7	0	0	7	8	39	26	4	35	9	33	28	17	26	0	2
NM_001004180	23	0	0	0	0	0	8	0	0	11	0	0	15	1	0	7
NM_001004182	0	0	8	0	8	2	0	0	0	5	9	0	0	0	0	0
NM_001004184	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
NM_001004185	367	111	134	87.5	273	210	156	377.5	321	584	689.5	878	434	349	255	258
NM_001004187	20	7	54	24	14	19	9	14	1	78	79	89	30	29	23	48
NM_001004190	21	0	25	0	0	4	1	33	33	35	1	34	20	65	26	67
NM_001004191	13	29	28	0	35	1	28	20	6	49	20	33	28	49	14	16
NM_001004192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004193	0	0	0	0	7	0	5	0.04348	0.05714	0.44709	0	0	0	0	0	0
NM_001004194	1	2.69048	3.71429	2.66667	24.07143	5.04762	5.16667	2	26.95238	2.55357	0	0	4.61905	0	1	4.02381
NM_001004293	29	3	99	2	34	27	28	46	16	86	48	107	59	14	29	29
NM_001004357	11	16	0	11	28	22	6	0	38	31	18	11	17	0	0	16
NM_001004359	315.1	113	207	83	236.1	219	93	276	257.5	383	333	451	595.1	284.5	450.5	349.5
NM_001004361	102.5	27	72	9	55	30	0	44	31	70	105	106	129	25	106	51.66667
NM_001004362	153	17	62	61	74	24	49	43	95	169	231	338	291	177	216	281
NM_001004363	0	6	0	11	31	4	14	0	21	0	0	0	3	14	2	28.02597
NM_001004364	122.5	30	85	87	56	26	37	128	138	304	131	269	117	91	132	76
NM_001004365	0	0	1	0	0	0	0	32	0	21	0	0	0	0	0	0
NM_001004366	8	0	0	0	9	3	18	0	0	0	0	0	0	0	0	0
NM_001004367	0	0	0	7	0	23	0	1	0	8	0	0	20	0	0	38
NM_001004435	156	53	166	65	334	119	216	317	369	724	572	416	558	221	431	241
NM_001004436	2872	1003	1719	1303	1950	1973	1051	4291	3998	5768	4711	7276	4777	3868	4215	2305
NM_001004455	0	0	0	0	0	9	0	0	0	0	0	0	12	0	4	0
NM_001004468	224	48	166	93	54	3	13	13	21	90	64	110	256	326	17	256
NM_001004721	110	29	87	24	51	29	21	97	43	81	119	313	155	40	28	18
NM_001004761	0	0	25	0	43	25	10	0	42	20	0	31	65	0	17	41
NM_001004762	14	34	0	13	55	8	50	29	0	0	32	38	19	0	31	35
NM_001005223	98	26	75	83	34	30	4	52	48	79	73	103	87	49	159	52
NM_001005225	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005227	0	1	0	0	11.5	0	0	0	0	0	0	36	0	0	0	0
NM_001005230	0	0	0	12	0	0	0	0	0	16	0	0	0	0	0	0
NM_001005232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
NM_001005247	264	163	247	149	133	238	203	804	658	882	664	950	471	377	504	242
NM_001005248	264	163	247	149	133	238	203	804	639	880	664	960	471	354	504	242
NM_001005331	6870	2753	5461	3278	2788	1953	1681	6492	5079	9685	9859	12327	9662	6844	6133	4062
NM_001005341	186	17	29	59.5	70	39	49	123	127	224	256	300	14	5	36	44
NM_001005342	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005343	0	0	0	0	0	0	0	0	13	18	26	0	6	0	0	26
NM_001005358	34.14848	32.83333	26.83333	0.5	32.66667	53.83333	18.73333	36.5	32.03333	71.05238	168.66667	114.08333	32.41667	66.16667	77.5	81.5
NM_001005370	0	11	0	0	0	9	0	0	0	0	0	0	0	0	19	0
NM_001005371	0	0.5	0	10	3.5	7.5	14	0	0	0.5	0	0	0	0	0	35
NM_001005385	318.6	114	186	79	235.6	204	93	276	250	372	339	460	571.6	279	450.5	331
NM_001005418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005419	244	88	99	81	71	90	30	330	96	173	272	602	329	139	151	195
NM_001005420	31.01299	18.1039	9.11445	18.24611	1.13124	20.27154	0.03832	10.51235	20.66287	4.35305	0.11282	16.03896	2.18182	14.35976	1	3.09091
NM_001005421	21	14	24	36	20	94	135	49	376	237	62	28	46	10	154	15
NM_001005422	0	0	0	0	7	0	0	0	0	0	30	0	0	0	0	0
NM_001005423	26	1	47	0	111	5	26	39	80	299.5	58.5	322.5	27	14	62	67
NM_001005424	0	4	0	0	0	10	0	0	0	0	0	0	1	0	0	13
NM_001005425	0	0	0	0	14	0	8	21	0	24	19	30	0	0	0	6
NM_001005426	102	0	12	22	111	104	146	127	399	71	210	307	148	168	205	78
NM_001005475	93	53	28	20	4	36	67	95	87	217	142	231	69	3	56	28
NM_001005477	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
NM_001005481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NM_001005485	0	0	23	0	3	0	0	19	14.5	50.5	0	0	0	0	0	0
NM_001005488	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7.5	10
NM_001005506	2164	684	1296	916	795	959	549	1931	1523.5	2418	2373	3599	3504	1981	1899	1449
NM_001005507	888	415.5	587	542	1162	714	384	1113	1591.5	1881	1288.5	2303.5	1301.5	896.5	1328	753.5
NM_001005508	4588.75	1661.47619	3584.33333	2246	5305.5	5689	5650	10532.5	12438.11765	17707	15172.66667	16718.5	11336	7030.7	10234.75952	3216.75
NM_001005509	1074	386	645	462	368	335	376	1025	919	1605	1720	2602	1561	898	1119	514
NM_001005510	460	223	244	192	1299	1621	798	1595	2429	2291	1852	2020	1907	1179	2211	920
NM_001005511	0	0	0	0	0	23	0	0	0	2	0	11	6	0	0	2
NM_001005520	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0
NM_001005523	6104.5	2512	5213.5	3954.5	4315	4134	2276	7980.5	6702	8689	8450.5	13000	8321	6180	7416	3475
NM_001005524	0	8	0	0	0	0	13	0	0	0	0	11.5	0	0	0.25	10.5
NM_001005525	6759.5	2669	5627.5	4386.5	4705	4483	2408	8926.5	7301	9429	9283.5	14346	9346	7148	8121	3852
NM_001005568	0	0	0	11.25	4.66667	0	0	0	0	0	17	0	0	1	0	0
NM_001005569	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0
NM_001005570	0	0.33333	27	0	17	0	0	0	0	0.66667	0	7.33333	0	0.66667	3.66667	0
NM_001005605	674	267	550.5	308	345.5	339	240.5	986	664	1198	1214.5	1536.5	868	690	794.5	487
NM_001005608	4	11	0	5	21	0	16	18	0	10	3	64	15	0	0	3
NM_001005740	13	4	0	0	0	9	0	19	23	4	0	19	62	0	4	0
NM_001005748	13	0	0	0	0	9	0	19	23	4	0	0	16	0	4	0
NM_001005767	359.5	136.5	274	157	151.5	105	73	302.5	159	644	287	679	507	471	261	158
NM_001005780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005784	2	0	0	0	23	16	3	8	0	0	0	0	12	15	17	0
NM_001005787	0	0	0	0	15	18	0	34	5	29	0	0	0	0	0	0
NM_001005788	33	3	0	6	106	100	9	4	9	11	22	42	31	11	3	2
NM_001005846	3	0	0	0	22	0	2	0	0	0	0	0	16	0	0	0
NM_001005847	97	2	27	56	13	39	14	133	24	87	52	193	84	153	65	90
NM_001005854	0	0	0	0	17	15	0	58	46	0	0	0	13	24	0	32
NM_001005858	0.5	0	10	0.5	21.66667	33.5	0	11	0	10.5	0	15	27.5	4.07692	3.5	8.5
NM_001005859	2816.19286	743.94286	1672.85952	1320.51667	805.46667	786.85	660.59286	2267.38333	2209.34524	3734.38333	3737.66667	5005.27024	3677.64881	2380.45833	2464.63095	843.38333
NM_001005860	7	26	0	0	25	84.5	32.5	173	160.5	130	220	66.5	141	102	69	20
NM_001005863	1398	488	749	699	731	1342	983	3690	3455	4783	3575	4780	3846	3271	2985	2121
NM_001005864	1396	488	749	699	707	1342	964	3690	3449	4780	3582	4790	3778	3271	2880	2100
NM_001005865	1441	498	764	700	726	1400	944	3776	3546	4823	3641	4790	3801	3309	2891	2134
NM_001005866	946	269	554	329.5	239.83333	224.5	58	751	468	906.66667	1019.5	1429	977	543.33333	666	514.5
NM_001005867	267	96	170	157	198	65	66	411	266	654	534	553	330	225	269	273
NM_001005868	2867	818	1596	1119	2139	2207	1451	5651	5834	7273	8153	11631	10109	4932	4419	4437
NM_001005916	92	38	101	46	116	134	39	261	249	256	266	352.5	359	351	272	125
NM_001006664	0	8	0	0	32	10	33	22	34	19	134	81	32	18	50	22
NM_001006668	0	0	0	0	0	0	20	27	0	2	0	13	0	3	0	0
NM_001006669	0	0	0	0	0	0	20	27	0	2	0	13	0	3	0	0
NM_001006674	0	0	0	0	0	0	0	27	0	2	0	13	0	3	0	0
NM_001006675	0	0	0	0	36	3	0	89	13	24	74	13	38	24	5	18
NM_001006676	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
NM_001006677	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0
NM_001006678	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
NM_001006679	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0
NM_001006680	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0
NM_001007077	6	0	5.25	0	10	3.2	0	0	0	11.25	0	0	0	0	21.2	0
NM_001007154	0	30	0	0	34.05882	7	3	0	0	0	40	0	0	34	0	2
NM_001007220	0	0	9	0	23	9	20	0	0	9	0	64	0	13	0	0
NM_001007221	0	0	9	0	23	9	20	0	0	9	0	64	0	13	0	0
NM_001007222	0	0	0	0	0	0	0	0	0	5.83333	6.33333	0	0	7	0	5.33333
NM_001007223	0	4	26	0	22	11	0	0	0	0	0	0	21	0	13	10
NM_001007266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NM_001007268	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
NM_001007460	0	2	23	0	0	60	0	0	0	0	2	29	21	0	0	0
NM_001007461	0	0	0	0	0	24	0	47	0	0	0	0	0	0	0	0
NM_001007462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007465	193	41	160	61	279	152	114	381	180	345	236	549	573	426	279	191
