refseq_name	AP_SK_MllAF9_BMTs_01_wtGMP_1	AP_SK_MllAF9_BMTs_02_wtGMP_2	AP_SK_MllAF9_BMTs_03_wtGMP_3	AP_SK_MllAF9_BMTs_04_wtGMP_4	AP_SK_MllAF9_BMTs_05_LTearly_1_M2grD2	AP_SK_MllAF9_BMTs_06_LTearly_2_M3grE2	AP_SK_MllAF9_BMTs_07_LTearly_3_M4grLT3	AP_SK_MllAF9_BMTs_08_LTearly_4_M2grLT5	AP_SK_MllAF9_BMTs_09_LTlate_1_M2grLT3	AP_SK_MllAF9_BMTs_10_LTlate_2_M6grLT3	AP_SK_MllAF9_BMTs_11_LTlate_3_M3grD2	AP_SK_MllAF9_BMTs_12_LTlate_4_M3grG2	AP_SK_MllAF9_BMTs_13_BMTGMP_1_M1grV	AP_SK_MllAF9_BMTs_14_BMTGMP_2_M2grV	AP_SK_MllAF9_BMTs_15_BMTGMP_3_M1grW	AP_SK_MllAF9_BMTs_16_BMTGMP_4_M1grX
NM_019713	127	57	82	23	76	62	17	89	89	219	165	277	189	127	135	53
NM_019715	461	97	188	169	405	272	164	551	500	650	734	895	642	424	548	214
NM_019716	625	205	507	285	409	267	261	520	442	843	826	903	1098	693	697	316
NM_019717	322	148	223.05	159	127	179.05882	152.05	412.12121	338.16993	416.0625	542.39286	709	507.58835	140	536.33333	228
NM_019718	58	0	18	11	39	25	10	7	0	97	22	38	70	50	52	3
NM_019719	457	153	444	311	168	205	119	626	420	648	714	990	1176	724	534	229
NM_019720	81	4	35	3	0	1	29	16	49	16	85	72	50	104	8	2
NM_019721	290	67	149	93	100	34	88	316	246	312	373	575	390	200	220	141
NM_019722	41	52	70	45	17	36	24	64	9	22	16	87	127	91	76	10
NM_019723	9	1	5	8	0	0	15	0	0	22	19	56	21	21.5	26	4
NM_019724	0	9	0	0	0	2	0	0	18	41	30	26	9	0	0	1
NM_019725	3	30	0	22	0	0	0	13	0	0	29	7	13	0	0	21
NM_019726	901	406	494	456	617	573	467	1333	1371	2431	1996.5	2480.5	2018	1192	1387.5	840.5
NM_019727	1170	302	669	537	509	699	280	1160	849	1948	1760	1982	2039	823	1054	561
NM_019728	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
NM_019729	3383	1397	2283	1883	1436	1780	1422	4407	4612	7619	7054	8400	5976	3330	4807	2141
NM_019730	34	0	0	0	2	3	0	0	3	18	10	29	28	57	6	3
NM_019731	87	20	104	63	7	2	16	58	9	52	64	179	149	152	12	49
NM_019732	336	94	268	99.5	211.5	79.01429	115	627.36905	201	942.47778	828.04762	899.5	440.5	371	483	390
NM_019733	23	24	26	0	29	0	0	5	1	6	38	25	47	44	2	5
NM_019734	474	137	246	153	166	524	389	824	738	1444	1263	1711	915	521	1106	230
NM_019735	119	85	58	43	53	11	13	125	79	121	66	145	63	50	64	98
NM_019736	349	116	234	101.5	161	141	71	360.5	258	481	526	711.5	379	201	445	202
NM_019737	561.53265	129.98242	308.20126	172.01903	390.57211	382.07494	243.61367	1340.38244	1055.58786	1630.30754	1271.01858	2050.6725	1888.83262	1186.25176	923.6919	809.64601
NM_019738	3	7	7	18	351	122	182	55	148	284	149	196	107	55	112	31
NM_019739	13	3	57	31	35	1	57	53	73	91	71	200	21	72	28	73
NM_019740	242	102	87	85	90	79	107	294	203	342	314	513	226	114	201	88
NM_019741	0	0	0	0	0	0	0	12	0	14	0	2	0	28	8	15
NM_019742	91	29	2	13	7	33	19	103	90	59	59	85	60	44	118	31
NM_019743	269	97.5	112.5	131.83333	289.5	192.66667	71	368.66667	337.5	421	335.5	598	370.5	346	424.5	188
NM_019744	866.5	239	184	315.5	739	517.5	261.5	1972	1614.5	1388	2109.5	2796.5	904.5	1053.5	970	494
NM_019745	161	67.5	101	106.5	184	172.5	106	206.5	241	382.5	279	479.5	335	168	216	143
NM_019746	728.5	187.5	438.5	420.5	284	186	154	443.5	243	697.5	783	984.5	788.5	507	433	247.5
NM_019747	128.14085	24.04412	28.33333	32	12.28952	33.30648	69.14639	152.05263	79.14634	270.31092	54.10911	158.0122	98	163.25	117.70203	56.77575
NM_019748	1081	459	698	526.5	272	303	240	941	599	1544	1116	2120	1559	842	1025	594
NM_019749	206	70	164	56	344.5	186	197	401	454	781	503	860	337	346	334	70
NM_019750	81	13	51	32	21	17	11	97	156	86	139	198	73	105	53	13
NM_019752	171	68	207	105	83	48	39	94	136	146	289	257	240	209	99	77
NM_019753	9	1	0	14	26	10	12	33	9	28	5	38	19	39	16	1
NM_019754	0	0	0	0	11	2	0	9	6	0	0	0	0	6	0	19
NM_019755	9.66667	3.33333	41	8.83333	62.83333	70.66667	52.66667	158	170.33333	436.83333	213.83333	342	42.5	114.83333	133.33333	9.83333
NM_019756	20	1	17	36	6	24	11	60	45	90	76	129	60	98	65	4
NM_019757	246	54	101	29	72	71	74	188	280	307	306	347	257	162	127	132
NM_019758	510.5	126.5	273	287.5	180	162	124	244	297	467.5	406	566	641	477.5	499	125
NM_019759	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	9
NM_019760	276	60	119	130	144	70	150	235	278	511	344	601	383	306	233	57
NM_019761	128	64.5	81	58	40.5	82	32.5	57	126	101	123	278.5	183	115.5	140	68
NM_019762	12	2	0	0	27	12	6	32	47	126	89	81	9	10	54	0
NM_019763	1013	494.5	872	553	1752	1049.5	695	2461	2628	4840	2932	3720	2806	1595	1889.5	1775.5
NM_019764	38	8	70	13	158	115	92	279	317	231	125	115	208	228	188	72
NM_019765	2449	765	1381	1081	1137	967	737	3169	2289	6320	4874	6228	1963	939	2676	588
NM_019766	1570.16667	501.33333	925.16667	577.66667	442	313.66667	289.16667	798.66667	634.66667	1334.33333	1086.66667	1967	1465.16667	830	1018.5	646.83333
NM_019767	193	44	110	30	112	139	26	243.5	212	314	310.5	355	316	233	207	195
NM_019768	5578.83333	2752.5	5767.66667	3988.83333	3216	2075.83333	1616.83333	4615.5	3944.83333	6447.66667	7075	7380.83333	8714.41667	5494.33333	4731.33333	2384.33333
NM_019769	357	174	151.5	168	357.5	326	443	733.5	796	1281	833.5	1056	534.5	478	802	94.5
NM_019770	2375.66667	798.16667	1477.5	1008	807.66667	856.66667	497.66667	2059.58333	1618.41667	2751.83333	2673.66667	2974.75	2330.25	1818.5	1465.66667	857.75
NM_019771	2278.83333	577	1346.5	989.83333	4003.5	2928.83333	1962.66667	8319.83333	6308.5	7691.33333	8188.5	9796.83333	4883.5	9419.5	5693.5	2840.83333
NM_019772	962.5	290.5	662	312.5	291	254.5	221.5	749	612	924.5	1198	1311	1176.5	889.5	660.83333	431.5
NM_019773	557	207.5	311	228.5	137	159	92	578.5	457	671	593	636	364	297.5	405.5	193.5
NM_019774	2507	738.0411	1335	1114	586	911	640	2546	2083.13198	3162.01351	2909	4282	3004	2734.07018	2298	1581.11111
NM_019775	0	0	0	0	12	0	0	22	0	11	0	11	0	0	0	18
NM_019776	2775	1228	2101	1265	633	752	521	2641	1402	3011	3313	3390	2701	2013	1954	1389
NM_019777	323	127	229	126	612	142	152	625	272	769	663	575	255	266	301	168
NM_019778	188	19	123	35	37	46	32	235	157	68	97	142	317	220	155	142
NM_019779	0	8	5	23	0	0	1	40	19	0	35	0	0	0	7	0
NM_019780	106	30	133	32	68	67	34	140	132	162	175	271	218	125	93	66
NM_019781	104	53	105	55	46	27	55	93	77	312	145	241	98	149	142	81
NM_019782	79	17	32	32	11	2	0	45	7	8	45	1	106	32	7	11
NM_019783	94	20	47	32	11	3	0	45	7	8	45	1	109	32	7	17
NM_019784	0	0	0	0	14	12	0	0	0	15	0	6	12	0	0	20
NM_019785	107	31	84	52	97.26901	49.59783	84.74466	73.07692	120.07407	163.04545	227.92665	199.00235	176	83.04545	100	74
NM_019786	669	135	225	136	506	374	476	988	849	1391	1186	1538	1101	752	812	479
NM_019787	465	138	307	171	276	174	210	465	277	589	691	775	621	425	330	220
NM_019788	162	41.03448	152.14286	49	105	76.01282	80	72.05449	206	199.125	295	317.61558	222	89.01333	94.06674	83.21112
NM_019789	466.2	114	128	175	28	66	0	206.0755	476	270	259	610	657	570	245.02564	210
NM_019790	10	10	0	2	18	16	11	0	5	26	0	39	25	5	29	21
NM_019791	49	11	51	46	0	0	0	0	53	7	68	12	0	0	0	21
NM_019792	0	0	0	0	31.33333	8.33333	0	0	0	26	0	0	3.66667	11.5	0	0
NM_019793	232	57	50	87	18	0	0	0	15	61	49	82	34	0	24	0
NM_019794	2081	728	1440	983	683	589	462	1637	1561	2487	2791	3022	2719	2049	1757	948
NM_019795	1507	535	801	676	437	784	600	1830	991	2534	2306	2766	2061	1451	1386	722
NM_019796	3249	1119.5	1984	1217.5	926	950	585.5	2152.5	1800.5	2956.5	2971	4887	3698.5	2315	2135	1382.5
NM_019797	248.19091	82.0625	110.7339	128.07143	305.29345	133.85446	108.03125	344.553	227.40746	392.86478	261.24521	527.35874	332.23772	241.21951	343.07659	175.04859
NM_019798	113	38	27	67	83	40	22	161	220	303	349	481	252	222	177	146
NM_019799	0	0	0	0	3	10	0	0	0	6	0	0	0	0	3	0
NM_019800	106	41	159	68	44	41	6	74	143	133	157	141	210	206	121	99
NM_019802	85.04348	42	43	66	11	19	26	68.69236	31	144.35294	140.11111	128	63	85	69	54
NM_019803	124	24	86	47	61	111	66	174	234	442	168	266	250	238	127	133
NM_019804	390	89	189	218	102	97	20	175	151	45	175	268	61	32	70	20
NM_019805	232	54	191	126	35	114	81	213	195	271	368	553	393	155	149	59
NM_019806	728	296	538	323	670	512	349	1158	1362	1570	1387	2089	1589	1191	1182	499
NM_019807	10	7	13	0	133	142	110	369	574	553	296	389	59	123	108	56
NM_019808	198	43	152	65.5	210	176.5	202.5	323.5	459.5	524	427.5	377.5	295.5	296.5	317	175
NM_019809	144	17	149	47.5	181.5	114.5	161.5	292	315	354.5	327	328	227.5	203	162	67
NM_019810	0	0	10	0	19	11	0	0	11	6	17	4	11	0	0	0
NM_019811	25	1	5	25	37	0	0	3	31	16	17	2	14	39	64	0
NM_019812	335	113	150	108	327	446	153	509	314	761	495	580	499	353	442	130
NM_019813	18	8	1	36	30	13	1	49	0	72	8	12	31	10	2	19
NM_019814	132	3.5	19.5	12	35	7	12	75	57	81	54	90.5	107.5	69.5	16	23
NM_019815	0	0	8	0	10	0	0	0	0	0	0	0	0	0	22	6
NM_019816	1586	822	1220	752	533	605	290	1333	1062	1904	2041	2332	1942	1524	1429	923
NM_019817	265	115	171	162	111	189	149	353	370	587	397	540	357	280	341	185
NM_019818	60.44444	39.10204	54.11111	34.18	39.24	43.07656	4.42692	21.52066	72.22548	97.74733	120.33638	71.32692	79.34	32.74615	34.2001	29.62286
NM_019819	0	3	0	0	0	0	0	20	0	0	17	0	0	0	0	0
NM_019820	0.01695	0	4.01961	0.0428	29.37265	36.08516	14.03453	1.64251	1.6451	27.58759	13.18909	3.26091	23.77226	0.12903	0.16116	1.57661
NM_019821	115	38	126	57	68	100	83	222	146	502	309	501	207	117	263	41
NM_019822	532	150.5	492.5	190.5	476	222	148.5	438.5	550	891.5	562.5	815.5	740.5	573	655	401
NM_019823	0	0	8	0	29	5	0	0	16	0	0	0	7	0	0	0
NM_019824	1010	239	453	410	574	623	396	913	1296	1911	1629	2012	1369	1100	1415	407
NM_019825	670	208	321	320	882	545	438	888	1350	2383	1532	2538	1443	999	1027	894
NM_019826	423	146	204	64	47	54	30	142	129	67	209	237	239	82	141	139
NM_019827	582	193	363	245	647.07692	367	296.14646	871	869.11091	1919.03125	1193	1556.03571	1187	594.25253	865	504.10426
NM_019828	466	135	419	195	201	234	158	418	559	989	926	1190	769	452	434	247
NM_019829	256	79	163	81	114	166	122	302	363	381	344	293	355	283	376	110
NM_019830	342	121	200	127	68	82	82.5	107	153	313	231	463	283	294.5	222.5	159
NM_019831	204	87	125	69	79	80	59	300	212	229	238	477	360	77	230	166
NM_019832	304	143.5	139	106.5	37	26.5	6	277.5	76.5	155	315.5	199.5	303	243	134	147
NM_019833	12	1	0	0	0	9	0	0	57	34	31	65	54	8	22	31
NM_019834	1581.71649	521	923.64573	718	1148.74209	1161.86957	648.1796	2799.30948	2232.94228	3592.37717	3118	4707.3976	4456.67544	2187.02083	2500.63995	2076.91721
NM_019835	120	58	86	49	352	127	143	188	163	777	363	640	143	118	234	73
NM_019836	151	70	86	65	53	44	33	156	51	134	139	268	115	230	105	84
NM_019837	812	335	787	346	425	456	305	1327	855	1405	1632	1818	1452	1582	1086	600
NM_019840	325	104	207	250	482	97	292	220	452	298	263	218	96	107	164	76
NM_019861	3	0	21	30	0	0	0	39	6	0	0	36	45	66	0	16
NM_019864	624	200	355	200	181	166	126	331	307	484	561	1017	661	525	345	260
NM_019865	4457.95119	1161.34167	2291.27619	1621.06667	939.85	891.43333	605.1	2937.79286	2262.88333	3948.3873	4377.26667	6032.6	3867.4369	4169.03333	3077.96786	1292.18333
NM_019866	0	0	3.6282	0	8.15152	18.5625	0	3	0	0	30.02174	0	33	0.02632	43	6.36894
NM_019867	11	0	0	0	0	0	7	0	10	29	0	0	11	0	0	7
NM_019868	1005	456.41667	722.83333	551.5	701.83333	621	506.5	1268.33333	1284.5	1750.5	1662	2198.83333	1690.25	1171	1305.5	811.5
NM_019869	168	52	111	68	94	37	44	162	92	183	431	174	351	134	111	111
NM_019870	304.5	95	235	95.5	17	98	64	220.5	142.5	296.5	382	397.5	427	330	129	176.5
NM_019871	0	0	23	0	0	0	0	0	0	36	6	31	17	0	9	16
NM_019872	9	0	19	9	17	14	11	97	3	23	33	443	7	1028	9	24
NM_019873	44	23	17	17	75	66	37	73	65	91	58	72	128	51	20	51
NM_019874	5	10	0	11	14	1	4	12	21	34	38	28	68	7	40	8
NM_019875	9	7	0	8	1	1	1	4	14	0	11	5	21	1	19	33
NM_019877	0	6	21	0	0	0	25	0	0	0	25	0	34	28	0	0
NM_019878	0	0	0	19	8	38	5	0	0	22	0	0	11	19	0	0
NM_019879	411	148	319	230	75	226	29	334	238	430	428	540	489	292	378	328
NM_019880	374	178	197	165	63	186	78	335	319	378	334	511	386	234	260	139
NM_019883	1330.63333	388.43333	662.66667	548.9	389.08333	437.03333	298.4	1166.63333	944.4	1953.175	1707.33333	2509.93718	1693.04286	1330.67692	1301.85	556.7
NM_019910	0	0	0	0	7	0	0	0	9	1	0	0	0	0	0	0
NM_019911	0	0	0	12	6	0	0	0	0	30	1	0	0	0	0	15
NM_019912	175.83333	104	77.5	102.5	118.33333	114.83333	115.5	222.66667	244.16667	330	260	375.5	230.5	193.33333	263	122
NM_019913	260	83	105	63	84	55	19	150	185	423	229	247	222	168	137	84
NM_019914	29	7	8	19	41	39	0	28	22	96	67	22.05	43	17	31	29.41667
NM_019915	0	16	0	0	13	5.5	0	0	0	0	0	0	13	0	33	0
NM_019916	0	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0
NM_019917	0	13	0	0	2.5	0	0	0	7	0	0	0	4	0	8	0
NM_019918	2	24	0	1.55556	9.55556	0	0	0	0	0	0	0	0	9	1.33333	1.83333
NM_019919	0	2	10	14	15	15	0	11	49	39	0	0	39	47	63	44
NM_019920	138.5	12	77	41.5	147.5	93.5	74	145.5	199.5	292	214	425.5	220	363	179	133
NM_019921	524	196	211	267	240	359	164	769	535	875	654	1154	821	459	664	400
NM_019922	163.5	24.5	28	44	12	10	21	167	58.5	173	226	228	127.5	42.5	78	29.5
NM_019923	278	136	113	151	543	822	835	1945	2818	2586	2216	1932	1855	1252	1421	1296
NM_019924	133	51	83	54	155	92	118	142	292	600	354	677	253	182	232	65
NM_019925	45	13	59	5	68	13	34	52	30	87	91	102	75	29	39	66
NM_019926	102	53	51	86	112	111	47	188	240	290	185	285	134	44	137	107
NM_019927	1049	381	582	671	847	820	308	1536	1635	1797	1978	2466	1661	1161	1312	724
NM_019928	0	0	0	0	33	0	10	0	2	0	14	0	1	0	0	0
NM_019929	751	306	318	273	243.5	336	199.5	753	698	896	882	1326	1144.5	871	1004	409
NM_019930	521	169	270	159	510	426	215	565	738	1084	1023	1330	642	486	807	340
NM_019931	11	7	0	0	0	3	0	18	0	0	0	0	0	4	25	0
NM_019932	0	0	0	0	23	0	2	11	0	16	2	8	0	0	0	11
NM_019933	176	68	202	73	52	89	53	238	242	508	341	524	358	331	163	182
NM_019934	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	5
NM_019935	1	1	4	0	10	6	0	136	77	34	64	32	0	26	68	26
NM_019936	94	51	27	47	121	90	73	105	257	251	221	307	282	162	154	50
NM_019937	1907	513	911	985	1138	1257	491	1958	2003	1842	1485	3502	1848	1355	2226	751
NM_019938	0	6	0	0	11	2	0	0	24	0	22	0	1	10	0	12
NM_019939	1532	581	1245	786	375	581	306	1169	1010	1899	1810	2526	1021	1148	1488	490
NM_019940	305.48571	70.05238	65.4	89.8	111.05186	90.43115	77.4203	313.70205	166.48594	440.69226	477.7938	477.12688	574.34921	688.41587	290.16706	340.81349
NM_019941	57.16667	5.33333	48.4	30	23.71429	34.5	25	86.16667	47	67.14286	57.7619	99.5	76.71429	72.90476	88.74405	64.95238
NM_019942	901	279	436	334	156	390	175	668	359	520	644	952	1019	605	820	505
NM_019943	0	1	4	0	0	2	3	0	0	18	0	0	0	1	36	0
NM_019944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_019945	18	6	2	18	13	24	11	47	12	95	51	66	80	3	11	42
NM_019946	130	34	91	50	128	120	110	224	300	212	204	160	74	87	241	32
NM_019948	76	8	109	81	1712	299	589	73	1120	771	586	434	193	62	338	81
NM_019949	14.1174	19.35488	25.25	0	19.27492	19.99366	16.12333	57.38585	47.74352	15.40157	43.94791	6.0792	29	32	65.054	1.32253
NM_019950	4	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0
NM_019951	742	268	349	353	222	287	232	491	479	676	878	1142	789	624	651	224
NM_019952	0	0	0	0	0	0	0	0	0	0	0	23	0	0	15	0
NM_019953	255	49	93	101	33	46	23	212	107	135	139	181	187	151	122	51
NM_019955	193	120	62	65	172	36	44	105	124	409	512	515	300	150	172	131
NM_019956	5	7	0	0	0	0	0	0	8	0	0	0	0	0	0	1
NM_019957	0	0	0	0	21	0	3	0	0	56	6	30	0	8	0	17
NM_019958	23	0	0	0	70	60	6	28	31	62	22	11	67	45	10	9
NM_019959	0	0	0	0	19	20	9	39	5	23	0	0	10	8	6	10
NM_019960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_019961	101.5	51	25	59	49	34	57	161	111	235	137	211	85	183	187	33
NM_019963	201	55	121	55	188	158	265	325	372	551	377	513	357	230	331	183
NM_019964	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0
NM_019965	604	319	344	248	277	329	294	918	849	1520	1008	1452	931	664	752	424
NM_019966	57	28	38	22	15	38	0	75	84	124	88	125	78	63	24	125
NM_019967	0	13	0	0	17	0	0	0	0	0	30	0	0	1	0	0
NM_019968	16	0	46	2	33	3	10	30	10	21	9	66	49	1	47	0
NM_019969	10	3	0	12	8	21	0	14	41	34	66	16	70	54	25	23
NM_019971	0	0	29	7	0	0	0	1	0	22	0	14	29	0	0	14
NM_019972	1153	627	725	518	579	1080	696	3233	3071	3367	2444	3311	2622	1946	2108	1573
NM_019973	9839	3479	6040	5084	8532	7599	4997	20098	16633	24640	23059	31790	19829	14463	15188	10603
NM_019974	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NM_019975	68	28	25	0	31	48	8	20	20	160	53	118	116	81	58	24
NM_019976	50	22	12	28	15	25	3	42	88	56	67	158	93	46	115	17
NM_019977	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	15
NM_019978	0	18	0	0	24	10	11	83	34	0	25	16	0	2	1	22
NM_019979	258.53333	46.5	187.26667	133.30952	142.14286	160.24286	66.85	303.10952	216.11667	359.41667	464.93333	393.56667	346.13333	397.8	303.63333	93.75
NM_019980	175	39	89	44	636	132	229	305	561	1052	539	855	439	314	346	76
NM_019981	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4
NM_019982	0	0	0	0	0	20	0	0	0	33	0	0	0	0	43	6
NM_019983	206	38	166	62	318	103	60	267	231	506	342	616	358	287	313	226
NM_019984	9	0	1	0	119	9	66	54	43	105	124	82	49	13	37	21
NM_019985	0	0	0	0	0	15	9	16	50	0	3	37	0	0	0	15
NM_019986	27	8	22	1	18	31	20	85	29	113	240	133	8	12	21	46
NM_019987	65	39	56	54	91	6	28	149	96	126	115	235	46	45	58	32
NM_019988	55	28	28	15	57	84	128	356	200	253	182	284	143	187	178	60
NM_019989	801	275	263	129	377	245	162	418	454	739	983	955	530	240	475	93
NM_019990	59	7	91	51	25	10	17	49	54	42	37	35	10	19	34	11
NM_019991	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0
NM_019992	204	117	91	85	173	139	47	366	401	290	230	244	224	148	217	190
NM_019993	356	136	218	163	119	140	78	242	136	664	382	403	400	305	281	227
NM_019994	1193	365	718	341	933	865	611	2243	2032	3017	2309	2880	3246	2095	1487	1757
NM_019995	355	85	267	141	192	209	165	383	395	687	539	667	483	277	495	156
NM_019996	709	222	567	257	261	237	146	514	480	693	910	1077	830	684	514	388
NM_019998	376	124	236	113	102	173	46	404	331	332	356	374	367	351	235	156
NM_019999	19	18	0	0	9	15	0	0	14	26	7	31	22	2	0	13
NM_020000	402	153	286	240	219	141	256	287	439	820	883	627	448	524	512	313
NM_020001	14	0	0	0	332	12	45	14	23	44	47	0	17	6	56	0
NM_020002	8	0	0	0	10	0	8	7	0	0	0	22	0	0	0	2
NM_020003	58	74	42	69	62.5	80	36	138	138	192	173	172	141.5	74	107	44
NM_020004	509	110	157	280	116	40	73	217	168	374	375	682	401	454	210	148
NM_020005	400.5	154	184.5	98	214.5	337	298.5	624.5	879	635	1027.5	1153.5	647.5	392	678	421
NM_020006	169	11	138	76	124	72	37	207	107	246	145	211	303	174	244	116
NM_020007	5965	1822	4043	2006	2817	2925	1876	7200	8140	10437	10390	19217	11171	4980	6958	2395
NM_020008	481	81	314	84	733	397	339	788	459	681	1009	1228	570	127	929	114
NM_020009	905	328	676	446	412	336	213	1017	753	1226	1252	1549	1126	967	1016	646
NM_020010	77	24	56	71	121	106.5	53	201	75	244	321	357	333	286	300	139
NM_020011	67	46	47	71	153	23	73	94	136	216	220	212	174	104	121	70
NM_020012	222	152	141	126	228	179	123	827	459	1015	699	754	665	445	448	299
NM_020013	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NM_020014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020015	0	0	0	0	6.9	0	0	0	0	10.16667	0	0	0	0	0	9
NM_020016	0	0	0	0	12.9	0	3.66667	0	0	10.16667	10.5	0	0	0	0	0
NM_020017	0	0	0	4	1	0	1.66667	0	0	3.66667	0	0	3	3.5	0	0
NM_020018	0	0	0	4	0.4	0	1.66667	0	0	3.66667	0	0	0	0	0	0
NM_020019	0	0	0	4	0.4	0	0	0	0	3.66667	0	11	0	25.5	14	2
NM_020020	0	0	0	4	0.4	6	1.66667	0	0	3.66667	10	0	0	0	0	0
NM_020021	0	0	0	0	14	0	0	3	0	2	0	0	0	0	10	0
NM_020022	866	230	562	250	121	263	153	479	381	546	523	848	825	584	489	330
NM_020024	176.83333	122.5	149.5	87.5	140.5	133.5	154.16667	231.5	234.5	368	436.33333	389	397.5	429.5	244.5	209.5
NM_020025	30	2	22	8	59	8	19	19	50	105	145	67	89	51	24	76
NM_020026	1	0	0	0	21	16	0	2	0	16	0	0	0	9	27	0
NM_020027	1343	761	1114	645	1187	649	428	1520	1394	2999	2056	3049	2247	1449	1482	2028
NM_020028	50	0	18	22	22	39	19	47	51	58	75	98	41	36	60	19
NM_020030	0	0	0	0	6.5	17.5	13	0	22.5	1	5	0	0	0	4	0
NM_020032	94	27	28	53	16	5	31	35	71	120	93	28	53	72	97	61
NM_020033	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
NM_020034	2737.66667	1112	2100	1347.33333	1157	1987.66667	988	3453.33333	2517	5408.33333	4765	6359	5288	3833	5444.33333	1218
NM_020035	57	0	23	46	55	36	19	159	72	185	154	212	116	83	122	51
NM_020036	0	1.5	0	0	0	0	0	0	0	14	0	0	0	0	0	0
NM_020042	284	56	106	71	222.07692	428	199	652.07692	630	989	863	875	589.25	496	439.58333	148
NM_020043	0	0	0	0	12	0	7	0	0	19	0	14	0	3	0	12
NM_020044	145	83	117	60	169	222	26	304	121	864	968	1501	311	73	352	54
NM_020045	277	62	119	115	224	178	163	303	293	664	345	390	407.5	477	267.5	229
NM_020046	115	42	68	47	5	26	31	36	60	104	78	147	163	112	116	71
NM_020047	27	11	29	7	26	53	44	11	104	26	20	13	22	0	31	7
NM_020048	81	22	61	24	50	19	33	54	118	132	68	55	122	74	72	48
NM_020049	0	0	0	0	34	0	30	25	0	0	7	1	0	0	14	0
NM_020050	79	32	21	48	188	54	89	227	298	305	165	250	191	268	175	99
NM_020051	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
NM_020052	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1
NM_020252	108	10	30	45	26	60	14	182	68	109	175	61	0	31	18	28
NM_020253	0	0	0	0	0	0	0	0	0	21	0	21	2	0	0	9
NM_020255	60	26	134	12	83	88	48	126	96	139	105	116	83	66	119	15
NM_020256	189	57	97	118	143	101	29	142	245	221	205	528	369	158	222	133
NM_020257	5.5	0	6	0	188	26.5	43	272	88	270.83333	312.5	530.5	65	112.5	149.5	77
NM_020258	12	13	12	27	13	3	9	19	56	77	57	156	82	10	114	70
NM_020259	9	14	0	24	77	44	0	47	25	4	23	21	14	20	23	10
NM_020260	575	197	409	225	743	238	170	619	719	1323	986	1410	765	331	590	284
NM_020261	0.04762	0	2.5	0.09859	23.29391	0	0.45713	0.01587	1.73969	12.5	0.5	14	0.01429	0	0	14.5
NM_020262	92.39048	30.05238	96	46.8	12.25	54	0	69.5	34.83333	183.4	89.5	286.21667	83	268.82857	86.375	93.08333
NM_020263	5.5	1	19	8	15	8	16	39	27	87	34.03226	91	40	92	38	16
NM_020264	0	0	0	0	3	23	0	47	0	0	0	0	19	0	0	0
NM_020265	8	20	1	0.26471	0	0	0.03226	0	0	0	0	0	7	0	5	0
NM_020266	9	0	15	0	30	1	0	13	0	35	55	30	48	34	21	38.5
NM_020267	1817	803	1645	1335	599	677	425	2244	1100	2110	2444	2983	2166	1167	1658	935
NM_020268	0	2.5	0	0	15	0	6	0	0	0	0	0	0	0.28571	0	0
NM_020270	17	11	3	3	5	0	12	7	1	0	29	0	25	40	31	18
NM_020271	20	0	5	9	11	4.5	11	4.5	12	8	49	48.5	83.5	17	0	13
NM_020272	802	286	370	308	833	608	237	1380	1180	2095	1571	2279	1141	605	1409	621
NM_020273	234.27451	82.04348	243	249	202.56483	267.34523	201.99541	562.42411	332.74323	699.15648	580.18182	945	497.31112	563.25318	524.86159	250.41402
NM_020274	0	0.05	0	0.07692	0.10526	0	16	0.15	0	15.15619	12.79185	0.27878	0.19298	0.05	18.30089	0.14943
NM_020275	17.06687	0.16624	16	0	16.42515	19.34783	0.32803	0.13677	3.01923	25.12287	10.19661	21.92944	22.14634	29.04839	4.5	23.85377
NM_020276	17	5	34	14	28	24	12	29	41	20	6	116	104	11	43	21
NM_020277	0	0	0	0	17	3	6	17	2	0	0	0	2	0	0	0
NM_020278	1	1	0	5.5	48	49.5	0	9.5	19.5	3	15.5	7	2	42.5	28	0
NM_020279	17	19	0	0	11	43	0	22	0	24	0	26	33	0	0	60
NM_020280	0	0	14	0	19	16	0	0	0	0	0	0	18	0	0	0
NM_020282	283	71	127	127	90	151	184	345	386	572	741	748	761.11111	462	333	352
NM_020283	0	0	0	0	32	0	13	49	0	33	28	15	0	0	0	15
